Date,ECB Nominal effective exch. rate of the US dollar against Narrow EER group of trading partners (fixed composition): EER-12,obs. status
1991-04-02,92.8882,Normal value (A)
1991-04-01,-,Missing value; data cannot exist (M)
1991-03-31,-,Missing value; data cannot exist (M)
1991-03-30,-,Missing value; data cannot exist (M)
1991-03-29,-,Missing value; data cannot exist (M)
1991-03-28,93.3022,Normal value (A)
1991-03-27,92.9769,Normal value (A)
1991-03-26,92.6860,Normal value (A)
1991-03-25,92.2097,Normal value (A)
1991-03-24,-,Missing value; data cannot exist (M)
1991-03-23,-,Missing value; data cannot exist (M)
1991-03-22,91.6143,Normal value (A)
1991-03-21,91.2934,Normal value (A)
1991-03-20,92.1902,Normal value (A)
1991-03-19,91.2138,Normal value (A)
1991-03-18,90.9758,Normal value (A)
1991-03-17,-,Missing value; data cannot exist (M)
1991-03-16,-,Missing value; data cannot exist (M)
1991-03-15,90.1690,Normal value (A)
1991-03-14,89.8372,Normal value (A)
1991-03-13,89.9700,Normal value (A)
1991-03-12,89.7688,Normal value (A)
1991-03-11,90.1447,Normal value (A)
1991-03-10,-,Missing value; data cannot exist (M)
1991-03-09,-,Missing value; data cannot exist (M)
1991-03-08,89.6893,Normal value (A)
1991-03-07,89.3938,Normal value (A)
1991-03-06,89.4413,Normal value (A)
1991-03-05,88.7939,Normal value (A)
1991-03-04,89.0736,Normal value (A)
1991-03-03,-,Missing value; data cannot exist (M)
1991-03-02,-,Missing value; data cannot exist (M)
1991-03-01,88.8829,Normal value (A)
1991-02-28,88.1565,Normal value (A)
1991-02-27,88.3290,Normal value (A)
1991-02-26,88.5182,Normal value (A)
1991-02-25,88.0835,Normal value (A)
1991-02-24,-,Missing value; data cannot exist (M)
1991-02-23,-,Missing value; data cannot exist (M)
1991-02-22,87.4067,Normal value (A)
1991-02-21,87.4502,Normal value (A)
1991-02-20,87.4972,Normal value (A)
1991-02-19,87.4854,Normal value (A)
1991-02-18,87.2653,Normal value (A)
1991-02-17,-,Missing value; data cannot exist (M)
1991-02-16,-,Missing value; data cannot exist (M)
1991-02-15,87.0467,Normal value (A)
1991-02-14,86.7407,Normal value (A)
1991-02-13,86.4752,Normal value (A)
1991-02-12,86.4272,Normal value (A)
1991-02-11,86.4378,Normal value (A)
1991-02-10,-,Missing value; data cannot exist (M)
1991-02-09,-,Missing value; data cannot exist (M)
1991-02-08,86.5244,Normal value (A)
1991-02-07,86.4366,Normal value (A)
1991-02-06,86.5463,Normal value (A)
1991-02-05,86.9188,Normal value (A)
1991-02-04,86.8201,Normal value (A)
1991-02-03,-,Missing value; data cannot exist (M)
1991-02-02,-,Missing value; data cannot exist (M)
1991-02-01,87.5864,Normal value (A)
1991-01-31,87.5570,Normal value (A)
1991-01-30,87.6974,Normal value (A)
1991-01-29,87.3708,Normal value (A)
1991-01-28,87.6849,Normal value (A)
1991-01-27,-,Missing value; data cannot exist (M)
1991-01-26,-,Missing value; data cannot exist (M)
1991-01-25,87.5332,Normal value (A)
1991-01-24,87.4837,Normal value (A)
1991-01-23,87.9807,Normal value (A)
1991-01-22,87.5014,Normal value (A)
1991-01-21,87.9455,Normal value (A)
1991-01-20,-,Missing value; data cannot exist (M)
1991-01-19,-,Missing value; data cannot exist (M)
1991-01-18,88.4757,Normal value (A)
1991-01-17,88.5471,Normal value (A)
1991-01-16,89.1609,Normal value (A)
1991-01-15,89.0227,Normal value (A)
1991-01-14,89.3236,Normal value (A)
1991-01-13,-,Missing value; data cannot exist (M)
1991-01-12,-,Missing value; data cannot exist (M)
1991-01-11,88.8912,Normal value (A)
1991-01-10,88.7403,Normal value (A)
1991-01-09,88.7776,Normal value (A)
1991-01-08,89.1788,Normal value (A)
1991-01-07,89.2762,Normal value (A)
1991-01-06,-,Missing value; data cannot exist (M)
1991-01-05,-,Missing value; data cannot exist (M)
1991-01-04,87.7281,Normal value (A)
1991-01-03,87.9670,Normal value (A)
1991-01-02,88.0771,Normal value (A)
1991-01-01,-,Missing value; data cannot exist (M)
1990-12-31,88.4613,Normal value (A)
1990-12-30,-,Missing value; data cannot exist (M)
1990-12-29,-,Missing value; data cannot exist (M)
1990-12-28,88.8100,Normal value (A)
1990-12-27,89.3543,Normal value (A)
1990-12-26,-,Missing value; data cannot exist (M)
1990-12-25,-,Missing value; data cannot exist (M)
1990-12-24,89.2955,Normal value (A)
1990-12-23,-,Missing value; data cannot exist (M)
1990-12-22,-,Missing value; data cannot exist (M)
1990-12-21,88.7950,Normal value (A)
1990-12-20,88.2213,Normal value (A)
1990-12-19,87.8566,Normal value (A)
1990-12-18,87.9459,Normal value (A)
1990-12-17,87.8958,Normal value (A)
1990-12-16,-,Missing value; data cannot exist (M)
1990-12-15,-,Missing value; data cannot exist (M)
1990-12-14,87.7264,Normal value (A)
1990-12-13,87.3606,Normal value (A)
1990-12-12,87.4043,Normal value (A)
1990-12-11,87.3838,Normal value (A)
1990-12-10,87.2336,Normal value (A)
1990-12-09,-,Missing value; data cannot exist (M)
1990-12-08,-,Missing value; data cannot exist (M)
1990-12-07,87.7013,Normal value (A)
1990-12-06,87.8550,Normal value (A)
1990-12-05,88.0637,Normal value (A)
1990-12-04,88.2951,Normal value (A)
1990-12-03,88.3897,Normal value (A)
1990-12-02,-,Missing value; data cannot exist (M)
1990-12-01,-,Missing value; data cannot exist (M)
1990-11-30,88.1673,Normal value (A)
1990-11-29,87.3280,Normal value (A)
1990-11-28,87.0527,Normal value (A)
1990-11-27,87.1768,Normal value (A)
1990-11-26,87.1125,Normal value (A)
1990-11-25,-,Missing value; data cannot exist (M)
1990-11-24,-,Missing value; data cannot exist (M)
1990-11-23,86.8620,Normal value (A)
1990-11-22,86.7585,Normal value (A)
1990-11-21,86.6893,Normal value (A)
1990-11-20,86.9218,Normal value (A)
1990-11-19,86.7494,Normal value (A)
1990-11-18,-,Missing value; data cannot exist (M)
1990-11-17,-,Missing value; data cannot exist (M)
1990-11-16,87.2301,Normal value (A)
1990-11-15,86.9875,Normal value (A)
1990-11-14,87.1368,Normal value (A)
1990-11-13,87.0839,Normal value (A)
1990-11-12,86.9683,Normal value (A)
1990-11-11,-,Missing value; data cannot exist (M)
1990-11-10,-,Missing value; data cannot exist (M)
1990-11-09,87.4362,Normal value (A)
1990-11-08,87.5763,Normal value (A)
1990-11-07,86.9558,Normal value (A)
1990-11-06,86.9463,Normal value (A)
1990-11-05,86.9855,Normal value (A)
1990-11-04,-,Missing value; data cannot exist (M)
1990-11-03,-,Missing value; data cannot exist (M)
1990-11-02,87.3161,Normal value (A)
1990-11-01,88.2020,Normal value (A)
1990-10-31,87.9271,Normal value (A)
1990-10-30,87.8536,Normal value (A)
1990-10-29,87.4007,Normal value (A)
1990-10-28,-,Missing value; data cannot exist (M)
1990-10-27,-,Missing value; data cannot exist (M)
1990-10-26,87.4287,Normal value (A)
1990-10-25,87.2341,Normal value (A)
1990-10-24,87.7227,Normal value (A)
1990-10-23,87.5275,Normal value (A)
1990-10-22,87.2608,Normal value (A)
1990-10-21,-,Missing value; data cannot exist (M)
1990-10-20,-,Missing value; data cannot exist (M)
1990-10-19,87.3436,Normal value (A)
1990-10-18,87.0738,Normal value (A)
1990-10-17,86.9568,Normal value (A)
1990-10-16,87.6942,Normal value (A)
1990-10-15,87.4825,Normal value (A)
1990-10-14,-,Missing value; data cannot exist (M)
1990-10-13,-,Missing value; data cannot exist (M)
1990-10-12,87.3369,Normal value (A)
1990-10-11,87.9161,Normal value (A)
1990-10-10,87.7309,Normal value (A)
1990-10-09,87.6563,Normal value (A)
1990-10-08,87.7985,Normal value (A)
1990-10-07,-,Missing value; data cannot exist (M)
1990-10-06,-,Missing value; data cannot exist (M)
1990-10-05,88.1401,Normal value (A)
1990-10-04,88.3876,Normal value (A)
1990-10-03,89.1978,Normal value (A)
1990-10-02,89.3844,Normal value (A)
1990-10-01,89.2367,Normal value (A)
1990-09-30,-,Missing value; data cannot exist (M)
1990-09-29,-,Missing value; data cannot exist (M)
1990-09-28,89.6883,Normal value (A)
1990-09-27,89.7256,Normal value (A)
1990-09-26,89.7744,Normal value (A)
1990-09-25,89.2995,Normal value (A)
1990-09-24,89.3220,Normal value (A)
1990-09-23,-,Missing value; data cannot exist (M)
1990-09-22,-,Missing value; data cannot exist (M)
1990-09-21,89.8675,Normal value (A)
1990-09-20,89.6688,Normal value (A)
1990-09-19,89.3650,Normal value (A)
1990-09-18,89.3807,Normal value (A)
1990-09-17,89.4279,Normal value (A)
1990-09-16,-,Missing value; data cannot exist (M)
1990-09-15,-,Missing value; data cannot exist (M)
1990-09-14,89.6753,Normal value (A)
1990-09-13,90.5230,Normal value (A)
1990-09-12,90.1886,Normal value (A)
1990-09-11,90.8094,Normal value (A)
1990-09-10,90.1630,Normal value (A)
1990-09-09,-,Missing value; data cannot exist (M)
1990-09-08,-,Missing value; data cannot exist (M)
1990-09-07,89.9753,Normal value (A)
1990-09-06,89.7393,Normal value (A)
1990-09-05,90.0496,Normal value (A)
1990-09-04,90.5164,Normal value (A)
1990-09-03,90.8040,Normal value (A)
1990-09-02,-,Missing value; data cannot exist (M)
1990-09-01,-,Missing value; data cannot exist (M)
1990-08-31,90.2352,Normal value (A)
1990-08-30,90.2703,Normal value (A)
1990-08-29,89.6250,Normal value (A)
1990-08-28,89.4585,Normal value (A)
1990-08-27,89.4588,Normal value (A)
1990-08-26,-,Missing value; data cannot exist (M)
1990-08-25,-,Missing value; data cannot exist (M)
1990-08-24,89.9492,Normal value (A)
1990-08-23,89.7249,Normal value (A)
1990-08-22,90.1711,Normal value (A)
1990-08-21,90.6414,Normal value (A)
1990-08-20,90.2840,Normal value (A)
1990-08-19,-,Missing value; data cannot exist (M)
1990-08-18,-,Missing value; data cannot exist (M)
1990-08-17,90.4857,Normal value (A)
1990-08-16,90.6840,Normal value (A)
1990-08-15,-,Missing value; data cannot exist (M)
1990-08-14,91.2574,Normal value (A)
1990-08-13,91.2990,Normal value (A)
1990-08-12,-,Missing value; data cannot exist (M)
1990-08-11,-,Missing value; data cannot exist (M)
1990-08-10,91.7602,Normal value (A)
1990-08-09,91.5536,Normal value (A)
1990-08-08,91.7406,Normal value (A)
1990-08-07,91.2343,Normal value (A)
1990-08-06,91.1503,Normal value (A)
1990-08-05,-,Missing value; data cannot exist (M)
1990-08-04,-,Missing value; data cannot exist (M)
1990-08-03,91.5458,Normal value (A)
1990-08-02,92.4746,Normal value (A)
1990-08-01,91.2110,Normal value (A)
1990-07-31,91.3624,Normal value (A)
1990-07-30,91.8088,Normal value (A)
1990-07-29,-,Missing value; data cannot exist (M)
1990-07-28,-,Missing value; data cannot exist (M)
1990-07-27,92.4147,Normal value (A)
1990-07-26,92.3668,Normal value (A)
1990-07-25,92.3542,Normal value (A)
1990-07-24,92.2966,Normal value (A)
1990-07-23,92.5619,Normal value (A)
1990-07-22,-,Missing value; data cannot exist (M)
1990-07-21,-,Missing value; data cannot exist (M)
1990-07-20,92.5603,Normal value (A)
1990-07-19,92.5120,Normal value (A)
1990-07-18,92.3029,Normal value (A)
1990-07-17,92.6904,Normal value (A)
1990-07-16,92.8471,Normal value (A)
1990-07-15,-,Missing value; data cannot exist (M)
1990-07-14,-,Missing value; data cannot exist (M)
1990-07-13,92.5456,Normal value (A)
1990-07-12,93.1004,Normal value (A)
1990-07-11,92.5972,Normal value (A)
1990-07-10,92.5324,Normal value (A)
1990-07-09,92.9059,Normal value (A)
1990-07-08,-,Missing value; data cannot exist (M)
1990-07-07,-,Missing value; data cannot exist (M)
1990-07-06,93.2637,Normal value (A)
1990-07-05,93.1342,Normal value (A)
1990-07-04,92.8958,Normal value (A)
1990-07-03,93.4499,Normal value (A)
1990-07-02,93.3007,Normal value (A)
1990-07-01,-,Missing value; data cannot exist (M)
1990-06-30,-,Missing value; data cannot exist (M)
1990-06-29,93.9956,Normal value (A)
1990-06-28,94.1826,Normal value (A)
1990-06-27,94.1274,Normal value (A)
1990-06-26,94.5706,Normal value (A)
1990-06-25,94.7126,Normal value (A)
1990-06-24,-,Missing value; data cannot exist (M)
1990-06-23,-,Missing value; data cannot exist (M)
1990-06-22,94.6154,Normal value (A)
1990-06-21,94.6187,Normal value (A)
1990-06-20,94.4501,Normal value (A)
1990-06-19,94.5420,Normal value (A)
1990-06-18,94.8209,Normal value (A)
1990-06-17,-,Missing value; data cannot exist (M)
1990-06-16,-,Missing value; data cannot exist (M)
1990-06-15,94.8731,Normal value (A)
1990-06-14,94.5486,Normal value (A)
1990-06-13,94.8730,Normal value (A)
1990-06-12,94.8485,Normal value (A)
1990-06-11,94.8493,Normal value (A)
1990-06-10,-,Missing value; data cannot exist (M)
1990-06-09,-,Missing value; data cannot exist (M)
1990-06-08,94.8734,Normal value (A)
1990-06-07,94.7098,Normal value (A)
1990-06-06,94.6392,Normal value (A)
1990-06-05,94.9451,Normal value (A)
1990-06-04,-,Missing value; data cannot exist (M)
1990-06-03,-,Missing value; data cannot exist (M)
1990-06-02,-,Missing value; data cannot exist (M)
1990-06-01,94.7440,Normal value (A)
1990-05-31,94.7363,Normal value (A)
1990-05-30,94.1699,Normal value (A)
1990-05-29,94.2744,Normal value (A)
1990-05-28,94.2927,Normal value (A)
1990-05-27,-,Missing value; data cannot exist (M)
1990-05-26,-,Missing value; data cannot exist (M)
1990-05-25,94.3633,Normal value (A)
1990-05-24,94.4215,Normal value (A)
1990-05-23,94.3201,Normal value (A)
1990-05-22,94.5025,Normal value (A)
1990-05-21,94.3126,Normal value (A)
1990-05-20,-,Missing value; data cannot exist (M)
1990-05-19,-,Missing value; data cannot exist (M)
1990-05-18,94.1662,Normal value (A)
1990-05-17,93.8132,Normal value (A)
1990-05-16,94.0034,Normal value (A)
1990-05-15,93.8195,Normal value (A)
1990-05-14,94.0487,Normal value (A)
1990-05-13,-,Missing value; data cannot exist (M)
1990-05-12,-,Missing value; data cannot exist (M)
1990-05-11,94.0766,Normal value (A)
1990-05-10,94.4187,Normal value (A)
1990-05-09,94.3670,Normal value (A)
1990-05-08,94.7060,Normal value (A)
1990-05-07,94.8254,Normal value (A)
1990-05-06,-,Missing value; data cannot exist (M)
1990-05-05,-,Missing value; data cannot exist (M)
1990-05-04,95.4063,Normal value (A)
1990-05-03,95.3176,Normal value (A)
1990-05-02,95.4732,Normal value (A)
1990-05-01,-,Missing value; data cannot exist (M)
1990-04-30,95.5063,Normal value (A)
1990-04-29,-,Missing value; data cannot exist (M)
1990-04-28,-,Missing value; data cannot exist (M)
1990-04-27,95.4943,Normal value (A)
1990-04-26,95.2360,Normal value (A)
1990-04-25,95.6773,Normal value (A)
1990-04-24,95.6435,Normal value (A)
1990-04-23,95.4873,Normal value (A)
1990-04-22,-,Missing value; data cannot exist (M)
1990-04-21,-,Missing value; data cannot exist (M)
1990-04-20,95.1971,Normal value (A)
1990-04-19,95.0198,Normal value (A)
1990-04-18,95.6254,Normal value (A)
1990-04-17,95.7752,Normal value (A)
1990-04-16,-,Missing value; data cannot exist (M)
1990-04-15,-,Missing value; data cannot exist (M)
1990-04-14,-,Missing value; data cannot exist (M)
1990-04-13,-,Missing value; data cannot exist (M)
1990-04-12,95.3627,Normal value (A)
1990-04-11,95.3135,Normal value (A)
1990-04-10,95.5974,Normal value (A)
1990-04-09,95.3617,Normal value (A)
1990-04-08,-,Missing value; data cannot exist (M)
1990-04-07,-,Missing value; data cannot exist (M)
1990-04-06,95.5709,Normal value (A)
1990-04-05,95.6699,Normal value (A)
1990-04-04,95.7709,Normal value (A)
1990-04-03,95.8754,Normal value (A)
1990-04-02,96.0291,Normal value (A)
1990-04-01,-,Missing value; data cannot exist (M)
1990-03-31,-,Missing value; data cannot exist (M)
1990-03-30,95.6362,Normal value (A)
1990-03-29,95.8321,Normal value (A)
1990-03-28,96.2274,Normal value (A)
1990-03-27,96.1150,Normal value (A)
1990-03-26,95.9816,Normal value (A)
1990-03-25,-,Missing value; data cannot exist (M)
1990-03-24,-,Missing value; data cannot exist (M)
1990-03-23,95.7424,Normal value (A)
1990-03-22,96.0337,Normal value (A)
1990-03-21,95.7722,Normal value (A)
1990-03-20,95.2872,Normal value (A)
1990-03-19,95.3448,Normal value (A)
1990-03-18,-,Missing value; data cannot exist (M)
1990-03-17,-,Missing value; data cannot exist (M)
1990-03-16,95.3809,Normal value (A)
1990-03-15,95.7138,Normal value (A)
1990-03-14,95.5252,Normal value (A)
1990-03-13,95.7740,Normal value (A)
1990-03-12,95.5280,Normal value (A)
1990-03-11,-,Missing value; data cannot exist (M)
1990-03-10,-,Missing value; data cannot exist (M)
1990-03-09,95.2405,Normal value (A)
1990-03-08,95.0912,Normal value (A)
1990-03-07,95.2531,Normal value (A)
1990-03-06,94.9106,Normal value (A)
1990-03-05,94.9703,Normal value (A)
1990-03-04,-,Missing value; data cannot exist (M)
1990-03-03,-,Missing value; data cannot exist (M)
1990-03-02,95.1901,Normal value (A)
1990-03-01,95.1066,Normal value (A)
1990-02-28,94.6034,Normal value (A)
1990-02-27,94.6721,Normal value (A)
1990-02-26,94.5439,Normal value (A)
1990-02-25,-,Missing value; data cannot exist (M)
1990-02-24,-,Missing value; data cannot exist (M)
1990-02-23,94.1990,Normal value (A)
1990-02-22,93.8841,Normal value (A)
1990-02-21,93.8774,Normal value (A)
1990-02-20,94.0172,Normal value (A)
1990-02-19,93.8252,Normal value (A)
1990-02-18,-,Missing value; data cannot exist (M)
1990-02-17,-,Missing value; data cannot exist (M)
1990-02-16,94.4097,Normal value (A)
1990-02-15,94.1624,Normal value (A)
1990-02-14,94.0697,Normal value (A)
1990-02-13,94.2220,Normal value (A)
1990-02-12,94.0086,Normal value (A)
1990-02-11,-,Missing value; data cannot exist (M)
1990-02-10,-,Missing value; data cannot exist (M)
1990-02-09,93.9699,Normal value (A)
1990-02-08,93.9749,Normal value (A)
1990-02-07,93.5509,Normal value (A)
1990-02-06,93.4374,Normal value (A)
1990-02-05,94.0072,Normal value (A)
1990-02-04,-,Missing value; data cannot exist (M)
1990-02-03,-,Missing value; data cannot exist (M)
1990-02-02,94.0500,Normal value (A)
1990-02-01,93.9316,Normal value (A)
1990-01-31,93.9654,Normal value (A)
1990-01-30,93.8671,Normal value (A)
1990-01-29,93.6371,Normal value (A)
1990-01-28,-,Missing value; data cannot exist (M)
1990-01-27,-,Missing value; data cannot exist (M)
1990-01-26,94.1164,Normal value (A)
1990-01-25,94.2175,Normal value (A)
1990-01-24,93.9896,Normal value (A)
1990-01-23,94.5956,Normal value (A)
1990-01-22,94.7591,Normal value (A)
1990-01-21,-,Missing value; data cannot exist (M)
1990-01-20,-,Missing value; data cannot exist (M)
1990-01-19,94.6661,Normal value (A)
1990-01-18,94.3388,Normal value (A)
1990-01-17,94.0384,Normal value (A)
1990-01-16,94.2737,Normal value (A)
1990-01-15,93.6712,Normal value (A)
1990-01-14,-,Missing value; data cannot exist (M)
1990-01-13,-,Missing value; data cannot exist (M)
1990-01-12,93.7027,Normal value (A)
1990-01-11,93.7831,Normal value (A)
1990-01-10,93.6372,Normal value (A)
1990-01-09,93.8145,Normal value (A)
1990-01-08,93.7495,Normal value (A)
1990-01-07,-,Missing value; data cannot exist (M)
1990-01-06,-,Missing value; data cannot exist (M)
1990-01-05,94.1780,Normal value (A)
1990-01-04,94.3737,Normal value (A)
1990-01-03,94.6334,Normal value (A)
1990-01-02,93.9963,Normal value (A)
1990-01-01,-,Missing value; data cannot exist (M)
1989-12-31,-,Missing value; data cannot exist (M)
1989-12-30,-,Missing value; data cannot exist (M)
1989-12-29,93.9594,Normal value (A)
